feature,importance,feature_type
dim_297,0.00012476608,embedding
dim_659,0.00011525173,embedding
dim_231,0.00011357508,embedding
dim_755,0.0001101408,embedding
samp_collect_device_encoded,0.00010952938,collection_device
dim_435,0.000109381974,embedding
dim_52,0.00010341125,embedding
dim_3,0.00010134488,embedding
dim_58,9.957946e-05,embedding
dim_436,9.741783e-05,embedding
dim_692,9.649911e-05,embedding
dim_749,9.5911906e-05,embedding
dim_395,9.415046e-05,embedding
dim_508,9.126305e-05,embedding
dim_641,8.888295e-05,embedding
dim_426,8.603677e-05,embedding
dim_754,8.243974e-05,embedding
dim_38,8.084053e-05,embedding
dim_333,7.948969e-05,embedding
dim_28,7.615227e-05,embedding
dim_98,7.614332e-05,embedding
dim_126,7.48566e-05,embedding
dim_504,7.453829e-05,embedding
dim_222,7.416027e-05,embedding
dim_84,7.2789946e-05,embedding
dim_376,7.198614e-05,embedding
dim_440,7.134652e-05,embedding
dim_610,7.053043e-05,embedding
dim_315,7.044932e-05,embedding
dim_131,6.9960544e-05,embedding
dim_695,6.912011e-05,embedding
dim_743,6.845179e-05,embedding
dim_25,6.6368935e-05,embedding
dim_347,6.480254e-05,embedding
dim_362,6.332149e-05,embedding
dim_198,6.25335e-05,embedding
dim_253,5.7205052e-05,embedding
dim_215,5.5376702e-05,embedding
dim_330,5.4878554e-05,embedding
dim_56,5.214839e-05,embedding
dim_8,5.2141557e-05,embedding
dim_251,4.720117e-05,embedding
dim_571,4.704997e-05,embedding
dim_79,4.67567e-05,embedding
dim_136,4.6751513e-05,embedding
dim_324,4.5850666e-05,embedding
dim_204,4.5747987e-05,embedding
dim_86,4.2806714e-05,embedding
dim_726,4.2037795e-05,embedding
dim_396,4.2021464e-05,embedding
dim_629,4.123363e-05,embedding
dim_510,4.108331e-05,embedding
dim_1,3.8531147e-05,embedding
dim_250,3.7509144e-05,embedding
dim_27,3.7413618e-05,embedding
dim_97,3.5492263e-05,embedding
dim_50,3.504281e-05,embedding
dim_288,3.5015015e-05,embedding
dim_155,3.4914596e-05,embedding
dim_232,3.456664e-05,embedding
dim_387,3.4248398e-05,embedding
dim_344,3.3916676e-05,embedding
dim_753,3.3904947e-05,embedding
dim_561,3.35576e-05,embedding
dim_720,3.3246844e-05,embedding
dim_111,3.3228724e-05,embedding
dim_585,3.2875596e-05,embedding
dim_54,3.275873e-05,embedding
dim_647,3.112671e-05,embedding
dim_428,3.0712465e-05,embedding
dim_102,2.883035e-05,embedding
dim_497,2.8115584e-05,embedding
dim_432,2.681895e-05,embedding
dim_469,2.5085557e-05,embedding
dim_477,2.4356434e-05,embedding
dim_132,2.3510118e-05,embedding
dim_144,2.2775284e-05,embedding
dim_455,2.2715962e-05,embedding
dim_119,2.0141162e-05,embedding
dim_363,1.9912679e-05,embedding
dim_408,1.9775362e-05,embedding
dim_671,1.9745168e-05,embedding
dim_404,1.9527653e-05,embedding
dim_300,1.9397048e-05,embedding
dim_425,1.9061314e-05,embedding
dim_43,1.8975645e-05,embedding
dim_236,1.8056697e-05,embedding
dim_622,1.801546e-05,embedding
dim_168,1.7719934e-05,embedding
dim_675,1.771276e-05,embedding
dim_6,1.7653956e-05,embedding
dim_72,1.6857812e-05,embedding
dim_353,1.6295919e-05,embedding
dim_309,1.6025435e-05,embedding
dim_148,1.5525513e-05,embedding
dim_445,1.48968475e-05,embedding
dim_343,1.4720332e-05,embedding
dim_702,1.4623048e-05,embedding
dim_377,1.4134023e-05,embedding
dim_644,1.3945566e-05,embedding
dim_599,1.3443425e-05,embedding
dim_501,1.2559442e-05,embedding
dim_40,1.2502833e-05,embedding
dim_441,1.2068631e-05,embedding
dim_600,1.1827318e-05,embedding
dim_634,1.1807033e-05,embedding
dim_606,1.1754865e-05,embedding
dim_71,1.17403015e-05,embedding
dim_433,1.1664933e-05,embedding
dim_63,1.1517913e-05,embedding
dim_2,1.1439296e-05,embedding
dim_206,1.1331367e-05,embedding
dim_109,1.105552e-05,embedding
dim_723,1.09903485e-05,embedding
dim_519,1.0979451e-05,embedding
dim_177,1.0968164e-05,embedding
dim_668,1.0326856e-05,embedding
dim_531,1.03088405e-05,embedding
dim_214,1.0170409e-05,embedding
dim_763,1.0151104e-05,embedding
dim_319,9.07714e-06,embedding
dim_506,8.794758e-06,embedding
dim_452,8.419021e-06,embedding
dim_645,8.2518345e-06,embedding
dim_96,8.041486e-06,embedding
dim_352,7.7983805e-06,embedding
dim_272,7.752693e-06,embedding
dim_719,7.5172165e-06,embedding
dim_65,7.4962986e-06,embedding
dim_493,7.420891e-06,embedding
dim_280,7.3114147e-06,embedding
dim_196,7.2984685e-06,embedding
dim_167,7.19103e-06,embedding
dim_572,7.181722e-06,embedding
dim_480,6.759509e-06,embedding
dim_648,6.660605e-06,embedding
dim_287,6.5466456e-06,embedding
dim_713,6.4126057e-06,embedding
dim_400,6.2034023e-06,embedding
dim_264,5.8390838e-06,embedding
dim_476,5.341491e-06,embedding
dim_503,5.302134e-06,embedding
dim_569,5.085238e-06,embedding
dim_275,5.076671e-06,embedding
dim_555,5.05989e-06,embedding
dim_296,5.013931e-06,embedding
dim_662,4.887218e-06,embedding
dim_290,4.878439e-06,embedding
dim_415,4.7903445e-06,embedding
dim_632,4.7308995e-06,embedding
dim_640,4.1167896e-06,embedding
dim_575,4.0325112e-06,embedding
dim_185,4.0112523e-06,embedding
dim_117,3.9282386e-06,embedding
dim_516,3.7921377e-06,embedding
dim_498,3.7185066e-06,embedding
dim_188,3.6161807e-06,embedding
dim_229,3.5946625e-06,embedding
dim_633,3.5744945e-06,embedding
dim_240,3.5742767e-06,embedding
dim_745,3.4637171e-06,embedding
dim_678,3.0383567e-06,embedding
dim_9,2.8833686e-06,embedding
dim_747,2.8161608e-06,embedding
dim_616,2.810611e-06,embedding
dim_664,2.7776362e-06,embedding
dim_459,2.7750991e-06,embedding
dim_366,2.7420924e-06,embedding
dim_32,2.6254797e-06,embedding
dim_247,2.6081038e-06,embedding
dim_121,2.6040482e-06,embedding
dim_523,2.5755708e-06,embedding
dim_731,2.520489e-06,embedding
dim_329,2.3728069e-06,embedding
dim_454,2.3435061e-06,embedding
dim_618,2.3200262e-06,embedding
dim_45,2.3074065e-06,embedding
dim_472,2.2707463e-06,embedding
dim_114,2.2672793e-06,embedding
dim_628,2.2065499e-06,embedding
dim_249,2.178847e-06,embedding
dim_349,2.142018e-06,embedding
dim_461,2.1214703e-06,embedding
dim_210,2.1203653e-06,embedding
dim_227,2.1068804e-06,embedding
dim_759,2.038889e-06,embedding
dim_345,2.0297741e-06,embedding
dim_243,2.0123066e-06,embedding
dim_767,1.9039373e-06,embedding
dim_165,1.8953192e-06,embedding
dim_129,1.8527315e-06,embedding
dim_293,1.8197951e-06,embedding
dim_279,1.8034766e-06,embedding
dim_554,1.7714822e-06,embedding
dim_192,1.7299124e-06,embedding
dim_704,1.7295977e-06,embedding
dim_313,1.707141e-06,embedding
dim_176,1.6788786e-06,embedding
dim_21,1.6543692e-06,embedding
dim_686,1.6404404e-06,embedding
dim_562,1.6077013e-06,embedding
dim_714,1.5630699e-06,embedding
dim_127,1.5519286e-06,embedding
dim_326,1.4523032e-06,embedding
dim_542,1.4427592e-06,embedding
dim_273,1.3608131e-06,embedding
dim_364,1.308117e-06,embedding
dim_657,1.2985363e-06,embedding
dim_368,1.2884925e-06,embedding
dim_611,1.2753958e-06,embedding
dim_149,1.2465597e-06,embedding
dim_234,1.2399161e-06,embedding
dim_693,1.2130349e-06,embedding
dim_488,1.1989996e-06,embedding
dim_327,1.157984e-06,embedding
dim_314,1.1472616e-06,embedding
dim_41,1.1167335e-06,embedding
dim_4,1.1150593e-06,embedding
dim_557,1.112468e-06,embedding
dim_673,1.084016e-06,embedding
dim_170,1.0839324e-06,embedding
dim_735,1.0679423e-06,embedding
dim_62,1.0667064e-06,embedding
dim_138,1.0644055e-06,embedding
dim_51,1.0507549e-06,embedding
dim_414,1.0418938e-06,embedding
dim_230,1.0380701e-06,embedding
dim_276,1.0077428e-06,embedding
dim_161,9.988084e-07,embedding
dim_179,9.804457e-07,embedding
dim_727,9.75463e-07,embedding
dim_732,9.3415986e-07,embedding
dim_630,9.0914807e-07,embedding
dim_708,8.8915533e-07,embedding
dim_321,8.063899e-07,embedding
dim_94,7.771086e-07,embedding
dim_103,7.715404e-07,embedding
dim_186,7.1374785e-07,embedding
dim_359,7.0033883e-07,embedding
dim_64,6.9055943e-07,embedding
dim_285,6.8617095e-07,embedding
dim_110,6.537175e-07,embedding
dim_420,6.514958e-07,embedding
dim_378,6.465569e-07,embedding
dim_679,6.0092685e-07,embedding
dim_478,5.666234e-07,embedding
dim_310,5.2127217e-07,embedding
dim_637,5.105659e-07,embedding
dim_162,5.079457e-07,embedding
dim_360,4.978457e-07,embedding
dim_684,4.965455e-07,embedding
dim_543,4.5607564e-07,embedding
dim_301,4.4554508e-07,embedding
dim_631,4.1018316e-07,embedding
dim_361,4.062066e-07,embedding
dim_539,3.9778234e-07,embedding
dim_513,3.9630075e-07,embedding
dim_115,3.907711e-07,embedding
dim_484,3.8896732e-07,embedding
dim_399,3.833113e-07,embedding
dim_200,3.7406076e-07,embedding
dim_594,3.5803774e-07,embedding
dim_99,3.479388e-07,embedding
dim_252,3.4556584e-07,embedding
dim_195,3.3800896e-07,embedding
dim_173,3.3095574e-07,embedding
dim_422,2.6821726e-07,embedding
dim_266,2.598889e-07,embedding
dim_688,2.558451e-07,embedding
dim_379,2.529229e-07,embedding
dim_437,2.511236e-07,embedding
dim_398,2.4044255e-07,embedding
dim_431,2.2747685e-07,embedding
dim_87,2.2032614e-07,embedding
dim_48,1.8960989e-07,embedding
dim_765,1.8820624e-07,embedding
dim_643,1.8733259e-07,embedding
dim_335,1.7813359e-07,embedding
dim_587,1.7115607e-07,embedding
dim_284,1.6973947e-07,embedding
dim_10,1.5458502e-07,embedding
dim_591,1.4670587e-07,embedding
dim_39,1.451268e-07,embedding
dim_187,1.3800391e-07,embedding
dim_544,1.3300226e-07,embedding
dim_621,1.3214542e-07,embedding
dim_157,1.2139448e-07,embedding
dim_182,1.1715056e-07,embedding
dim_24,1.15239914e-07,embedding
dim_730,1.1214463e-07,embedding
dim_487,1.0715365e-07,embedding
dim_183,1.0192104e-07,embedding
dim_760,1.0088249e-07,embedding
dim_566,9.745319e-08,embedding
dim_317,9.570369e-08,embedding
dim_406,9.363767e-08,embedding
dim_451,9.263502e-08,embedding
dim_588,8.812204e-08,embedding
dim_499,8.199127e-08,embedding
dim_146,7.7121925e-08,embedding
dim_15,6.5962936e-08,embedding
dim_737,6.280919e-08,embedding
dim_93,6.1264224e-08,embedding
dim_108,5.879717e-08,embedding
dim_47,5.5584866e-08,embedding
dim_237,5.5400008e-08,embedding
dim_706,5.4999088e-08,embedding
dim_128,4.7398032e-08,embedding
dim_750,4.739743e-08,embedding
dim_520,4.3454854e-08,embedding
dim_367,4.1956945e-08,embedding
dim_76,4.19494e-08,embedding
dim_427,4.127947e-08,embedding
dim_524,4.1241982e-08,embedding
dim_527,3.8421444e-08,embedding
dim_607,3.8307167e-08,embedding
dim_537,3.7938204e-08,embedding
dim_468,3.6091016e-08,embedding
dim_559,3.569489e-08,embedding
dim_529,3.4032016e-08,embedding
dim_225,2.8210906e-08,embedding
dim_181,2.8075346e-08,embedding
dim_642,2.8058725e-08,embedding
dim_734,2.8047635e-08,embedding
dim_283,2.6542581e-08,embedding
dim_219,2.5864908e-08,embedding
dim_762,2.29186e-08,embedding
dim_538,2.262718e-08,embedding
dim_34,2.1974913e-08,embedding
dim_59,2.0617666e-08,embedding
dim_340,1.978082e-08,embedding
dim_303,1.963048e-08,embedding
dim_416,1.9266974e-08,embedding
dim_354,1.8581831e-08,embedding
dim_568,1.7081998e-08,embedding
dim_67,1.6550608e-08,embedding
dim_583,1.6457689e-08,embedding
dim_263,1.44947006e-08,embedding
dim_479,1.2171661e-08,embedding
dim_419,1.205552e-08,embedding
dim_291,1.1907402e-08,embedding
dim_112,1.1676089e-08,embedding
dim_203,1.0909134e-08,embedding
dim_601,1.0449299e-08,embedding
dim_465,9.822361e-09,embedding
dim_626,9.2527355e-09,embedding
dim_639,9.1068895e-09,embedding
dim_592,7.52003e-09,embedding
dim_741,7.0266526e-09,embedding
dim_690,6.9437145e-09,embedding
dim_421,6.6752204e-09,embedding
dim_518,5.8418164e-09,embedding
dim_20,5.749758e-09,embedding
dim_174,5.59463e-09,embedding
dim_316,5.1594657e-09,embedding
dim_721,5.089347e-09,embedding
dim_224,4.8920517e-09,embedding
dim_656,4.7715627e-09,embedding
dim_339,4.4167985e-09,embedding
dim_257,4.2758335e-09,embedding
dim_216,4.0487214e-09,embedding
dim_663,3.9498746e-09,embedding
dim_254,3.6140373e-09,embedding
dim_551,3.44356e-09,embedding
dim_304,2.6390645e-09,embedding
dim_150,2.6289415e-09,embedding
dim_238,2.4557927e-09,embedding
dim_552,2.446473e-09,embedding
dim_475,2.4410995e-09,embedding
dim_57,0.0,embedding
dim_711,0.0,embedding
dim_761,0.0,embedding
dim_744,0.0,embedding
dim_710,0.0,embedding
dim_705,0.0,embedding
dim_703,0.0,embedding
dim_23,0.0,embedding
dim_701,0.0,embedding
dim_700,0.0,embedding
dim_764,0.0,embedding
dim_699,0.0,embedding
dim_698,0.0,embedding
dim_697,0.0,embedding
dim_620,0.0,embedding
dim_694,0.0,embedding
dim_687,0.0,embedding
dim_722,0.0,embedding
dim_35,0.0,embedding
dim_717,0.0,embedding
dim_742,0.0,embedding
dim_740,0.0,embedding
dim_651,0.0,embedding
dim_739,0.0,embedding
dim_738,0.0,embedding
dim_650,0.0,embedding
dim_649,0.0,embedding
dim_660,0.0,embedding
dim_646,0.0,embedding
dim_748,0.0,embedding
dim_666,0.0,embedding
dim_667,0.0,embedding
dim_669,0.0,embedding
dim_729,0.0,embedding
dim_674,0.0,embedding
dim_676,0.0,embedding
dim_751,0.0,embedding
dim_725,0.0,embedding
dim_752,0.0,embedding
dim_756,0.0,embedding
dim_55,0.0,embedding
dim_681,0.0,embedding
dim_636,0.0,embedding
dim_635,0.0,embedding
dim_718,0.0,embedding
dim_696,0.0,embedding
dim_207,0.0,embedding
dim_617,0.0,embedding
dim_159,0.0,embedding
dim_369,0.0,embedding
dim_358,0.0,embedding
dim_357,0.0,embedding
dim_356,0.0,embedding
dim_355,0.0,embedding
dim_351,0.0,embedding
dim_350,0.0,embedding
dim_348,0.0,embedding
dim_346,0.0,embedding
dim_164,0.0,embedding
dim_341,0.0,embedding
dim_338,0.0,embedding
dim_337,0.0,embedding
dim_336,0.0,embedding
dim_332,0.0,embedding
dim_371,0.0,embedding
dim_374,0.0,embedding
dim_328,0.0,embedding
dim_380,0.0,embedding
dim_133,0.0,embedding
dim_411,0.0,embedding
dim_409,0.0,embedding
dim_137,0.0,embedding
dim_139,0.0,embedding
dim_402,0.0,embedding
dim_401,0.0,embedding
dim_142,0.0,embedding
dim_394,0.0,embedding
dim_392,0.0,embedding
dim_147,0.0,embedding
dim_389,0.0,embedding
dim_383,0.0,embedding
dim_382,0.0,embedding
dim_152,0.0,embedding
dim_166,0.0,embedding
dim_323,0.0,embedding
dim_418,0.0,embedding
dim_267,0.0,embedding
dim_261,0.0,embedding
dim_260,0.0,embedding
dim_184,0.0,embedding
dim_258,0.0,embedding
dim_256,0.0,embedding
dim_246,0.0,embedding
dim_189,0.0,embedding
dim_241,0.0,embedding
dim_193,0.0,embedding
dim_228,0.0,embedding
dim_197,0.0,embedding
dim_221,0.0,embedding
dim_220,0.0,embedding
dim_213,0.0,embedding
dim_212,0.0,embedding
dim_265,0.0,embedding
dim_268,0.0,embedding
dim_320,0.0,embedding
dim_271,0.0,embedding
dim_169,0.0,embedding
dim_312,0.0,embedding
dim_306,0.0,embedding
dim_305,0.0,embedding
dim_302,0.0,embedding
dim_299,0.0,embedding
dim_298,0.0,embedding
dim_295,0.0,embedding
dim_294,0.0,embedding
dim_292,0.0,embedding
dim_286,0.0,embedding
dim_281,0.0,embedding
dim_278,0.0,embedding
dim_277,0.0,embedding
dim_180,0.0,embedding
dim_417,0.0,embedding
dim_130,0.0,embedding
dim_615,0.0,embedding
dim_577,0.0,embedding
dim_81,0.0,embedding
dim_83,0.0,embedding
dim_567,0.0,embedding
dim_563,0.0,embedding
dim_558,0.0,embedding
dim_89,0.0,embedding
dim_553,0.0,embedding
dim_550,0.0,embedding
dim_549,0.0,embedding
dim_92,0.0,embedding
dim_546,0.0,embedding
dim_545,0.0,embedding
dim_541,0.0,embedding
dim_536,0.0,embedding
dim_95,0.0,embedding
dim_78,0.0,embedding
dim_578,0.0,embedding
dim_530,0.0,embedding
dim_580,0.0,embedding
dim_612,0.0,embedding
dim_609,0.0,embedding
dim_66,0.0,embedding
dim_70,0.0,embedding
dim_602,0.0,embedding
dim_598,0.0,embedding
dim_597,0.0,embedding
dim_595,0.0,embedding
dim_593,0.0,embedding
dim_590,0.0,embedding
dim_589,0.0,embedding
dim_586,0.0,embedding
dim_73,0.0,embedding
dim_74,0.0,embedding
dim_581,0.0,embedding
dim_532,0.0,embedding
dim_528,0.0,embedding
dim_430,0.0,embedding
dim_486,0.0,embedding
dim_105,0.0,embedding
dim_481,0.0,embedding
dim_474,0.0,embedding
dim_473,0.0,embedding
dim_471,0.0,embedding
dim_113,0.0,embedding
dim_460,0.0,embedding
dim_458,0.0,embedding
dim_456,0.0,embedding
dim_450,0.0,embedding
dim_448,0.0,embedding
dim_447,0.0,embedding
dim_122,0.0,embedding
dim_443,0.0,embedding
dim_442,0.0,embedding
dim_485,0.0,embedding
dim_208,0.0,embedding
dim_526,0.0,embedding
dim_489,0.0,embedding
dim_525,0.0,embedding
dim_522,0.0,embedding
dim_521,0.0,embedding
dim_514,0.0,embedding
dim_512,0.0,embedding
dim_511,0.0,embedding
dim_100,0.0,embedding
dim_507,0.0,embedding
dim_505,0.0,embedding
dim_502,0.0,embedding
dim_101,0.0,embedding
dim_495,0.0,embedding
dim_494,0.0,embedding
dim_492,0.0,embedding
dim_491,0.0,embedding
dim_384,0.0,embedding
